src 10.0.1.10,src 10.0.1.30,src 10.0.1.70,src 10.0.1.170,src 10.0.2.20,src 10.0.2.80,src 10.0.2.160,src 10.0.2.180,dst 10.0.1.10,dst 10.0.1.30,dst 10.0.1.70,dst 10.0.1.170,dst 10.0.2.20,dst 10.0.2.80,dst 10.0.2.160,dst 10.0.2.180,dst 10.0.2.200,Lenght Tot.Pkt,Lenght Avg,Lenght Std,Total #Pkt,TCP #Pkt,UDP #Pkt,HTTP #Pkt,ICMP #Pkt,TCP Bytes,UDP Bytes,HTTP Bytes,ICMP Bytes,Syn Flag,Ack Flag,SynAck Flag,Psh Flag,Rst Flag,Fin Flag,Urg Flag,Class
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,62895.716,5527.279,37,35,1,29,1,60285,1428,58473,576,2,34,1,17,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,62911.556,5510.993,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,62902.979,5492.641,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,63141,62904.632,5473.571,37,35,2,29,0,60285,2856,58473,0,2,34,1,15,0,2,0,0
4,15,0,0,4,13,0,0,4,13,0,0,4,15,0,0,0,62237,62900.028,5454.944,36,34,1,28,1,60233,1428,58421,576,2,33,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,63689,62905.432,5436.62,37,33,2,29,2,59681,2856,58473,1152,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,62920.667,5421.223,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
3,15,0,0,3,13,0,0,3,13,0,0,3,15,0,0,0,61633,62911.966,5403.907,34,32,1,28,1,59629,1428,58421,576,2,31,1,14,0,2,0,0
4,14,0,0,6,14,0,0,6,14,0,0,4,14,0,0,0,65093,62926.604,5388.686,38,34,3,28,1,60233,4284,58421,576,2,33,1,14,0,2,0,0
4,12,0,0,4,13,0,0,4,13,0,0,4,12,0,0,0,62081,62920.967,5371.134,33,31,1,25,1,60077,1428,58265,576,2,30,1,13,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,62931.695,5354.932,37,33,3,29,1,59681,4284,58473,576,2,32,1,16,0,2,0,0
3,16,0,0,3,14,0,0,3,14,0,0,3,16,0,0,0,60337,62914.625,5341.408,36,36,0,30,0,60337,0,58525,0,2,35,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,62929.203,5326.957,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,19,0,0,3,13,0,0,3,13,0,0,3,19,0,0,0,61841,62922.136,5310.353,38,36,1,32,1,59837,1428,58629,576,2,35,1,16,0,2,0,0
5,12,0,0,5,13,0,0,5,13,0,0,5,12,0,0,0,64085,62929.639,5294.013,35,31,2,25,2,60077,2856,58265,1152,2,30,1,13,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,62939.968,5278.585,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,15,0,0,4,15,0,0,4,17,0,0,0,62445,62936.815,5261.895,40,38,1,32,1,60441,1428,58629,576,2,37,1,16,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,62950.791,5248.139,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,62942.83,5232.566,35,33,1,29,1,59681,1428,58473,576,2,32,1,16,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,63141,62944.069,5216.212,37,35,2,29,0,60285,2856,58473,0,2,34,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,62940,5200.242,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,63689,62944.623,5184.499,37,33,2,29,2,59681,2856,58473,1152,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,62958.123,5171.427,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,62950.36,5156.588,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,12,0,0,6,13,0,0,6,13,0,0,4,12,0,0,0,64937,62962.4,5143.25,35,31,3,25,1,60077,4284,58265,576,2,30,1,13,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,62958.343,5128,37,35,1,29,1,60285,1428,58473,576,2,34,1,17,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,62967.82,5114.082,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,60285,62951.851,5103.013,35,35,0,29,0,60285,0,58473,0,2,34,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,62964.828,5090.672,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,16,0,0,3,14,0,0,3,14,0,0,3,16,0,0,0,61737,62957.606,5076.546,36,34,1,30,1,59733,1428,58525,576,2,33,1,15,0,2,0,0
5,12,0,0,5,13,0,0,5,13,0,0,5,12,0,0,0,64085,62964.199,5062.411,35,31,2,25,2,60077,2856,58265,1152,2,30,1,13,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,62973.366,5049.096,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,62969.41,5034.75,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,62981.914,5022.954,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,62974.503,5009.536,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,63141,62975.449,4995.3,37,35,2,29,0,60285,2856,58473,0,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,62968.158,4982.108,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
5,16,0,0,5,18,0,0,5,18,0,0,5,16,0,0,0,64553,62977.062,4969.505,44,40,2,34,2,60545,2856,58733,1152,2,39,1,16,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,62989.173,4958.238,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,62981.928,4945.396,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,62993.878,4934.322,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,62990.005,4921.023,37,35,1,29,1,60285,1428,58473,576,2,34,1,17,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,62998.481,4908.891,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
3,17,0,0,3,11,0,0,3,11,0,0,3,17,0,0,0,60233,62983.451,4899.754,34,34,0,28,0,60233,0,58421,0,2,33,1,17,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,62991.87,4887.828,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,62988.091,4874.942,37,35,1,29,1,60285,1428,58473,576,2,34,1,17,0,2,0,0
5,17,0,0,5,12,0,0,5,12,0,0,5,17,0,0,0,64293,62995.07,4862.821,39,35,2,29,2,60285,2856,58473,1152,2,34,1,17,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63003.293,4851.174,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,62999.513,4838.601,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63010.805,4828.347,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63003.864,4816.641,35,33,1,29,1,59681,1428,58473,576,2,32,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,63141,63004.578,4804.092,37,35,2,29,0,60285,2856,58473,0,2,34,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,62997.741,4792.566,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
5,15,0,0,5,14,0,0,5,14,0,0,5,15,0,0,0,64293,63004.418,4781.098,39,35,2,29,2,60285,2856,58473,1152,2,34,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63015.395,4771.273,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63008.607,4760.03,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63019.452,4750.36,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63015.763,4738.632,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,5,18,0,0,5,18,0,0,3,15,0,0,0,64749,63024.472,4728.3,41,37,3,33,1,59889,4284,58681,576,2,36,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,60285,63010.775,4720.42,35,35,0,29,0,60285,0,58473,0,2,34,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,63689,63014.149,4708.905,37,33,2,29,2,59681,2856,58473,1152,2,32,1,17,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63024.698,4699.615,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
4,16,0,0,4,18,0,0,4,18,0,0,4,16,0,0,0,62549,63022.355,4688.144,42,40,1,34,1,60545,1428,58733,576,2,39,1,16,0,2,0,0
3,16,0,0,5,12,0,0,5,12,0,0,3,16,0,0,0,64489,63029.544,4677.761,36,32,3,28,1,59629,4284,58421,576,2,31,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63025.932,4666.623,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63036.218,4657.612,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63029.691,4647.292,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,63141,63030.226,4636.114,37,35,2,29,0,60285,2856,58473,0,2,34,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63023.789,4625.941,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
5,17,0,0,5,12,0,0,5,12,0,0,5,17,0,0,0,64293,63029.833,4615.741,39,35,2,29,2,60285,2856,58473,1152,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63039.858,4607.081,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63033.467,4597.14,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63043.38,4588.606,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63039.855,4578.162,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63046.837,4568.644,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,60285,63034.051,4561.911,35,35,0,29,0,60285,0,58473,0,2,34,1,18,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,63689,63037.069,4551.603,37,33,2,29,2,59681,2856,58473,1152,2,32,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63046.739,4543.385,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63043.279,4533.288,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,18,0,0,5,13,0,0,5,13,0,0,3,18,0,0,0,66105,63057.195,4527.66,39,35,3,31,1,61245,4284,60037,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63053.719,4517.699,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63063.14,4509.687,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63056.96,4500.507,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,63141,63057.335,4490.453,37,35,2,29,0,60285,2856,58473,0,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63051.236,4481.393,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
5,15,0,0,5,14,0,0,5,14,0,0,5,15,0,0,0,64293,63056.73,4472.227,39,35,2,29,2,60285,2856,58473,1152,2,34,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63065.93,4464.508,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63059.873,4455.641,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63068.978,4448.028,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63065.587,4438.644,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63071.974,4430.085,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,60285,63059.961,4424.296,35,35,0,29,0,60285,0,58473,0,2,34,1,16,0,2,0,0
4,18,0,0,4,12,0,0,4,12,0,0,4,18,0,0,0,63741,63062.884,4415.016,38,34,2,30,2,59733,2856,58525,1152,2,33,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63071.782,4407.666,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63068.451,4398.573,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63074.691,4390.286,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63071.376,4381.31,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63080.088,4374.153,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63074.251,4365.921,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63070.979,4357.109,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,5,19,0,0,5,19,0,0,3,17,0,0,0,64905,63078.589,4349.658,44,40,3,36,1,60045,4284,58837,576,2,39,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63075.326,4340.958,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63083.844,4334.042,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63078.111,4326.075,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63086.547,4319.248,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63083.305,4310.759,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63089.206,4303.02,37,33,3,29,1,59681,4284,58473,576,2,32,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,60285,63077.899,4298.011,35,35,0,29,0,60285,0,58473,0,2,34,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,63689,63080.353,4289.546,37,33,2,29,2,59681,2856,58473,1152,2,32,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63088.612,4282.941,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63085.426,4274.697,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63091.202,4267.189,37,33,3,29,1,59681,4284,58473,576,2,32,1,16,0,2,0,0
4,16,0,0,4,15,0,0,4,15,0,0,4,16,0,0,0,62393,63088.443,4258.973,39,37,1,31,1,60389,1428,58577,576,2,36,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63096.539,4252.531,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,16,0,0,3,12,0,0,3,12,0,0,3,16,0,0,0,61633,63090.8,4245.17,34,32,1,28,1,59629,1428,58421,576,2,31,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63087.668,4237.166,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63093.323,4229.882,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63090.205,4221.973,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63098.139,4215.741,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63092.704,4208.535,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63100.567,4202.378,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63097.469,4194.649,37,35,1,29,1,60285,1428,58473,576,2,34,1,17,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63102.958,4187.609,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
3,15,0,0,3,13,0,0,3,13,0,0,3,15,0,0,0,60233,63092.087,4183.387,34,34,0,28,0,60233,0,58421,0,2,33,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,63689,63094.34,4175.647,37,33,2,29,2,59681,2856,58473,1152,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63102.049,4169.679,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63099.004,4162.16,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63104.384,4155.318,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63101.353,4147.884,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63108.922,4142.056,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63103.668,4135.308,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63100.673,4127.994,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63105.949,4121.345,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63102.967,4114.113,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,18,0,0,6,12,0,0,6,12,0,0,4,18,0,0,0,65421,63111.396,4108.995,40,36,3,30,1,60561,4284,58749,576,2,35,1,18,0,3,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63106.228,4102.44,35,33,1,29,1,59681,1428,58473,576,2,32,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63113.588,4096.853,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63110.622,4089.776,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63115.749,4083.335,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,60285,63105.639,4079.534,35,35,0,29,0,60285,0,58473,0,2,34,1,16,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,63689,63107.715,4072.416,37,33,2,29,2,59681,2856,58473,1152,2,32,1,14,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63114.94,4066.993,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63112.021,4060.097,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63117.053,4053.826,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
